---,Actor,Location,Rotation,Scale,Meshes
Row_226,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropFlowers.BP_PropFlowers_C',"(X=-14479.999952,Y=7785.000050,Z=310.000000)","(Pitch=0.000000,Yaw=189.999998,Roll=0.000000)","(X=1.500000,Y=1.500000,Z=1.500000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Flowers.Flowers'',Materials=(Material'""/Game/Models/Props/NewModels/Materials/M_Flowers""')))"
Row_227,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropFlowers.BP_PropFlowers_C',"(X=-10040.000000,Y=3250.000000,Z=850.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Flowers.Flowers'',Materials=(Material'""/Game/Models/Props/NewModels/Materials/M_Flowers""')))"
Row_228,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropFlowersPile.BP_PropFlowersPile_C',"(X=-10726.294095,Y=3969.829629,Z=840.000000)","(Pitch=0.000000,Yaw=194.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/FlowersPile.FlowersPile'',Materials=(Material'""/Game/Models/Props/NewModels/Materials/M_Flowers""')))"
Row_229,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-8810.000000,Y=-8870.000000,Z=-329.468671)","(Pitch=-58.141330,Yaw=-66.642031,Roll=282.869182)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_230,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-13954.999994,Y=6065.000037,Z=515.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_231,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-15029.999984,Y=6480.000063,Z=400.000000)","(Pitch=0.000000,Yaw=124.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_232,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-12740.000005,Y=5635.000008,Z=435.000000)","(Pitch=0.000000,Yaw=60.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_233,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-12715.000004,Y=5670.000007,Z=405.000000)","(Pitch=0.000000,Yaw=159.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_234,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-15054.999986,Y=6375.000064,Z=400.000000)","(Pitch=0.000000,Yaw=50.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_235,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-12810.000006,Y=5555.000009,Z=410.000000)","(Pitch=-74.206776,Yaw=161.323189,Roll=-71.981863)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_236,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-12755.000005,Y=5635.000008,Z=405.000000)","(Pitch=0.000000,Yaw=224.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_237,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-13370.000020,Y=5000.000023,Z=405.000000)","(Pitch=0.000000,Yaw=20.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_238,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-14712.728740,Y=6479.398868,Z=315.209056)","(Pitch=-78.831046,Yaw=63.697511,Roll=-8.259793)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_239,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-13059.999976,Y=6795.000015,Z=515.000000)","(Pitch=0.000000,Yaw=35.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_240,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-12845.000031,Y=4565.000010,Z=405.000000)","(Pitch=0.000000,Yaw=40.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_241,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-12725.000032,Y=4520.000007,Z=405.000000)","(Pitch=0.000000,Yaw=189.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_242,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-14005.000016,Y=5160.000038,Z=405.000000)","(Pitch=0.000000,Yaw=60.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_243,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-14015.000019,Y=5030.000039,Z=405.000000)","(Pitch=0.000000,Yaw=129.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_244,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-13445.000000,Y=5825.000025,Z=415.000000)","(Pitch=0.000000,Yaw=64.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_245,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-11940.000006,Y=5559.999988,Z=405.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_246,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-12694.999993,Y=6110.000006,Z=515.000000)","(Pitch=0.000000,Yaw=114.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_247,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-13274.999949,Y=7915.000021,Z=405.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_248,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-13619.999949,Y=7900.000029,Z=410.000000)","(Pitch=0.000000,Yaw=304.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_249,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-13274.999946,Y=8050.000021,Z=405.000000)","(Pitch=0.000000,Yaw=144.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_250,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-8150.000000,Y=-7975.000000,Z=-95.000000)","(Pitch=0.000000,Yaw=109.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_251,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-8375.000000,Y=-8465.000000,Z=-128.487597)","(Pitch=79.999999,Yaw=0.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_252,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-7875.000000,Y=-8440.000000,Z=-140.015819)","(Pitch=79.999999,Yaw=159.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_253,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-7840.000000,Y=-7455.000000,Z=-173.140552)","(Pitch=79.999999,Yaw=159.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_254,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-8600.000000,Y=-7640.000000,Z=-171.888171)","(Pitch=79.999999,Yaw=159.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_255,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-8445.000000,Y=-6275.000000,Z=-14.068344)","(Pitch=79.999999,Yaw=55.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_256,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-8025.000000,Y=-6740.000000,Z=-127.117053)","(Pitch=79.999999,Yaw=249.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_257,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-8010.000000,Y=-8830.000000,Z=-120.793906)","(Pitch=79.999999,Yaw=249.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_258,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-7830.000000,Y=-7645.000000,Z=-173.140552)","(Pitch=79.999999,Yaw=219.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_259,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-7980.000000,Y=-9040.000000,Z=-123.852736)","(Pitch=-58.141330,Yaw=-66.642031,Roll=282.869182)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_260,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-8305.000000,Y=-9175.000000,Z=-209.627975)","(Pitch=-58.141330,Yaw=-66.642031,Roll=282.869182)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_261,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-7385.000000,Y=-8155.000000,Z=-143.028919)","(Pitch=-58.141330,Yaw=-66.642031,Roll=282.869182)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_262,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-12055.000006,Y=5579.999991,Z=405.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_263,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-12415.000047,Y=3875.000000,Z=315.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_264,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-12895.000047,Y=3875.000011,Z=315.000000)","(Pitch=0.000000,Yaw=304.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_265,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-12190.000050,Y=3769.999994,Z=210.000000)","(Pitch=0.000000,Yaw=-64.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_266,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-12180.000046,Y=3914.999994,Z=210.000000)","(Pitch=0.000000,Yaw=159.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_267,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-12235.000048,Y=3849.999995,Z=210.000000)","(Pitch=0.000000,Yaw=69.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_268,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-13824.999976,Y=6820.000034,Z=515.000000)","(Pitch=0.000000,Yaw=224.999998,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_269,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-12790.000005,Y=5625.000009,Z=405.000000)","(Pitch=0.000000,Yaw=-25.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_270,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-11455.000000,Y=2315.000000,Z=940.000000)","(Pitch=0.000000,Yaw=45.000000,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_271,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropMug.BP_PropMug_C',"(X=-12730.000005,Y=5625.000007,Z=405.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Mug.Mug'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_272,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropPlate.BP_PropPlate_C',"(X=-13499.999949,Y=7920.000026,Z=405.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Plate.Plate'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_273,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropPlate.BP_PropPlate_C',"(X=-12725.000007,Y=5545.000007,Z=405.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Plate.Plate'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_274,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropPlate.BP_PropPlate_C',"(X=-13535.000031,Y=4535.000027,Z=405.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Plate.Plate'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_275,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropPlate.BP_PropPlate_C',"(X=-11945.000004,Y=5664.999988,Z=405.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Plate.Plate'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_276,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropPlate.BP_PropPlate_C',"(X=-15109.999984,Y=6465.000065,Z=400.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Plate.Plate'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_277,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropPlate.BP_PropPlate_C',"(X=-12819.999949,Y=7925.000009,Z=405.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Plate.Plate'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_278,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropPlate.BP_PropPlate_C',"(X=-10725.000000,Y=3965.000000,Z=835.000000)","(Pitch=0.000000,Yaw=0.000000,Roll=0.000000)","(X=1.500000,Y=1.500000,Z=1.500000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Plate.Plate'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_279,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropPlate.BP_PropPlate_C',"(X=-13154.999949,Y=7920.000018,Z=405.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Plate.Plate'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_280,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropPlate.BP_PropPlate_C',"(X=-12889.999993,Y=6100.000011,Z=515.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Plate.Plate'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_281,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropPlate.BP_PropPlate_C',"(X=-12575.000017,Y=5120.000004,Z=405.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.000000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Plate.Plate'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Wood""')))"
Row_282,/Script/Engine.BlueprintGeneratedClass'/Game/Blueprints/Props/NewProps/BP_PropPot.BP_PropPot_C',"(X=-11475.000041,Y=4154.999977,Z=210.000000)","(Pitch=0.000000,Yaw=89.999999,Roll=0.000000)","(X=1.000000,Y=1.000000,Z=1.250000)","((StaticMesh=/Script/Engine.StaticMesh'/Game/Models/Props/NewModels/Pot.Pot'',Materials=(MaterialInstanceConstant'""/Game/Models/Props/NewModels/Materials/MI_Iron""')))"
